Cycle,meanVh,meanVs,netOutflow
1,0.9404402029280243,0.9180219158303021,0.015817050306654645
2,0.9129173718298821,0.872540197472966,0.019070568463263327
3,0.8956081811108173,0.8507671498152442,0.023776672805647603
4,0.8823919897365025,0.8333886521267118,0.015551565168479109
5,0.8662215156673938,0.8132271402312894,0.019412873044953094
6,0.8574053485434343,0.7971663835403615,0.019014935299316527
7,0.8462073307493925,0.7812726481769036,0.02326172124673853
8,0.8372506662726384,0.7672342225084912,0.024280934641071172
9,0.8304202373005503,0.7556278881685982,0.01968924225515062
10,0.8175609550458216,0.7429832131072248,0.022234006582218246
11,0.8094839424954672,0.7305938688961489,0.018351682972129246
12,0.7989492265279948,0.7217782225690398,0.016721516077122855
13,0.7926726565501956,0.7186967030188233,0.01798476141046601
14,0.7831006971898822,0.7033952242243624,0.02243303337095781
15,0.775742958523746,0.6980516301946476,0.01835143629057906
16,0.7679886764118428,0.6880299716724323,0.019582150318695257
17,0.756246510563896,0.6703524238102216,0.019250865405139816
18,0.7476822300966491,0.6575184262227468,0.01849176874938302
19,0.7459567724999054,0.6539244179631521,0.016728629977658283
20,0.736226220261496,0.6448194649065626,0.018300296818754058
21,0.7277481195266319,0.6369974927021765,0.02205581931131828
22,0.7331769783643266,0.6405908479060461,0.02135966884643775
23,0.7334613911565199,0.6403844166397337,0.024049291119412564
24,0.7304026371861281,0.6374481727571312,0.02503616616268467
25,0.7269888517063687,0.6328573483121687,0.019418816309827336
26,0.7204923656213914,0.6271719054419587,0.016524920410693478
27,0.7143106614047501,0.6232080151753382,0.021667563222982356
28,0.7083990548758802,0.6154112735522034,0.01927621491329279
29,0.7054584721962769,0.6094807307644924,0.01614727548203798
30,0.7009267827089362,0.6047392303959497,0.018265214646505212
31,0.6927895593151449,0.5959214023424354,0.010535349728174603
32,0.6851866031488703,0.5850639880110846,0.018686251319580738
33,0.6840870136765942,0.5842724840325336,0.023448687239722654
34,0.6738533704388513,0.5721572560245078,0.020051707552313336
35,0.6694890547625395,0.5664320986097524,0.02387489282683486
36,0.671636769370846,0.5699267749778577,0.016666658670638823
37,0.6654976138212207,0.5639428987684993,0.018950876394410676
38,0.6670371227644408,0.5666280050981013,0.01835484149494815
39,0.6646463357584022,0.5668998413748039,0.024145718667526572
40,0.6603706366488128,0.5634085498896015,0.022310135740416626
41,0.6556037338913422,0.5586429389715096,0.02138359030121223
42,0.655206972514147,0.5601644840800761,0.01942515031629405
43,0.6540914023297574,0.5617431651773696,0.0205852648785691
44,0.6509789193646911,0.5584758806642026,0.025495106627449637
45,0.6468386984802971,0.553920432380714,0.025297260847000846
46,0.6474854893936935,0.5554161507495698,0.02015920306772323
47,0.6422010807429326,0.5508058079939082,0.018865620477006406
48,0.6421636595727716,0.5500760907090315,0.01742765987361239
49,0.6346751693943458,0.5420524093115058,0.019964231891208717
50,0.6346134485574297,0.5426679673825228,0.02319089931771201
51,0.6314040206692112,0.538650922491657,0.017626583471547386
52,0.6276738936745996,0.534686104783672,0.0253330140029977
53,0.6245690284505302,0.5322190404689745,0.02056221622215665
54,0.617730812813684,0.5244149761421232,0.01979922861155381
55,0.616516032596906,0.5229036555917314,0.02339372088646091
56,0.6190236799391078,0.526023445417969,0.018372019225474434
57,0.6134290231552394,0.5197852029386,0.01428297178107002
58,0.6130244461973537,0.5192826203512543,0.014625113598688955
59,0.6126103894489676,0.5187682615677272,0.016187430171747896
60,0.6098998142773137,0.5154010705887481,0.02142555981052885
61,0.6078036819941249,0.5127971665212258,0.025694542416416
62,0.6056928812061559,0.510175040617447,0.019998896546669476
63,0.6069661540514292,0.5106170498129158,0.021991772540711052
64,0.6051177186472644,0.5083154852513899,0.021842823608545225
65,0.5996097605513614,0.5014572952754718,0.021899994129756184
66,0.5964777799512171,0.4975575346776748,0.02286850795096984
67,0.590089424718851,0.4911244274080584,0.0163872101935994
68,0.5856617618819266,0.4856277908310657,0.01834462778800444
