Cycle,meanVh,meanVs,netOutflow
1,0.9929484896150805,0.6004144115212376,0.24834287998459864
2,0.9889134688523112,0.37176323496429675,0.23904816809492568
3,0.9864255778558104,0.23078274516257574,0.24750961473243666
4,0.9848867801541621,0.1435842087358382,0.24501044623156237
5,0.9839180201835453,0.08868781040092331,0.2456521322811842
6,0.9833460329674268,0.05627520148750322,0.24427020157060653
7,0.9829753016554085,0.035267093806465,0.25052155173680474
8,0.9827422387722068,0.022060197091727445,0.24583662757192642
9,0.982592730553926,0.013588064722461492,0.24274459302361884
10,0.9825017915059571,0.008434852004217891,0.24679463991698086
11,0.9824454825231591,0.00524400964567165,0.24383736082305985
12,0.982410489676593,0.0032610816736053237,0.2450221492303754
13,0.9823885944342321,0.002020351273160082,0.2429495052144265
14,0.9823753425375167,0.001269410459295052,0.24421706963744577
15,0.9823668498717835,0.0007881594010737393,0.2435176118836046
16,0.9823615158684542,0.00048589921239026415,0.24118958660891315
17,0.9823583408686779,0.000305982558408908,0.24520533600148003
18,0.9823563070049798,0.00019073028220905128,0.24488396763343334
19,0.9823550556894795,0.00011982240385064025,0.2424685243627283
20,0.9823542719861452,7.541254824433578e-05,0.24204824538299868
21,0.982353771181167,4.703359946271318e-05,0.2483178665854699
22,0.9823534648884373,2.967701145970908e-05,0.24337745123061444
23,0.9823532640898507,1.8298424881629808e-05,0.24281929009262943
24,0.9823531434088775,1.1459836374070388e-05,0.24387016992739285
25,0.9823530676337543,7.165912750092984e-06,0.23939500224338633
26,0.9823530209335374,4.519567109879889e-06,0.2500535406775535
27,0.9823529906615209,2.8041528641746958e-06,0.24700126813036793
28,0.9823529722166808,1.7589452544446229e-06,0.24559869691897296
29,0.9823529604084781,1.089813774090504e-06,0.2458782032415035
30,0.98235295318792,6.8064881946155e-07,0.24290940200208744
31,0.9823529487000122,4.2633400614329723e-07,0.2460978401704042
32,0.9823529458608946,2.654506854110275e-07,0.24712914744202052
33,0.9823529441512681,1.68571844645796e-07,0.24197376091161543
34,0.9823529430459088,1.0593482399230071e-07,0.24835083205575342
35,0.9823529423419951,6.604640043339946e-08,0.25082663147316386
36,0.9823529419136108,4.177129232058548e-08,0.2431960537603879
37,0.9823529416365009,2.6068376963219192e-08,0.2405574417681905
38,0.9823529414668315,1.6453769009646652e-08,0.24379654114953425
39,0.9823529413563566,1.0193557651715206e-08,0.2469371308704179
40,0.9823529412886862,6.358896814915315e-09,0.2449985559950721
41,0.9823529412454952,3.911389247330641e-09,0.24734922795028985
42,0.9823529412192076,2.421779995479073e-09,0.24524688369659392
43,0.982352941202632,1.4824788516291865e-09,0.24651487829389246
44,0.9823529411928837,9.300999831397264e-10,0.23937306083371562
45,0.9823529411866982,5.795512956065001e-10,0.24272385467980617
46,0.98235294118289,3.6375256279810607e-10,0.24273811454421423
47,0.9823529411804665,2.2641052284160783e-10,0.24663772415306384
48,0.9823529411789784,1.421143548380055e-10,0.24570279000121997
49,0.9823529411780214,8.787432010491456e-11,0.24716128411056026
50,0.9823529411774276,5.4237646267972303e-11,0.24388706624355566
51,0.9823529411770666,3.37792016730584e-11,0.2406732457643322
52,0.9823529411768458,2.126765946677836e-11,0.24088991968261247
53,0.9823529411767034,1.3184353757596435e-11,0.2464209160807171
54,0.9823529411766152,8.202473968140098e-12,0.2460466862474714
55,0.9823529411765605,5.081771245881497e-12,0.2433269096569851
56,0.9823529411765267,3.1806918869616804e-12,0.24675127690022153
57,0.9823529411765062,1.9985530057475032e-12,0.24086693467401527
58,0.9823529411764931,1.2811021239479897e-12,0.24227659954374764
59,0.9823529411764846,7.912922369400091e-13,0.24318743611370786
60,0.9823529411764792,4.95250648808527e-13,0.24707060112138557
61,0.9823529411764762,3.0967514093517155e-13,0.2404977697866369
62,0.9823529411764742,1.9467661137130074e-13,0.24398101032854785
63,0.9823529411764726,1.2326942497848382e-13,0.24678856529802284
64,0.9823529411764722,7.733636214740214e-14,0.24021957814901201
65,0.9823529411764711,4.858868189491583e-14,0.24406780462524197
66,0.982352941176471,3.001358468431525e-14,0.2494722454620918
67,0.9823529411764708,1.893742360843318e-14,0.24463761021581182
68,0.9823529411764705,1.1860823399654661e-14,0.24724977007609356
69,0.9823529411764705,7.49777351993691e-15,0.2462751067176817
70,0.9823529411764705,4.6671868374565434e-15,0.24578418747745678
71,0.9823529411764705,2.9182201246874753e-15,0.24075380093171406
72,0.9823529411764705,1.799580720463456e-15,0.2462984550000626
73,0.9823529411764705,1.1248167605746978e-15,0.2445537241953581
74,0.9823529411764705,6.965828691285186e-16,0.24623456298404295
75,0.9823529411764705,4.362392462063646e-16,0.2434462006924326
76,0.9823529411764705,2.7330892957341143e-16,0.24599250682945045
77,0.9823529411764705,1.7104432495528233e-16,0.24887221742942028
78,0.9823529411764705,1.0716330207638321e-16,0.24994284830511027
79,0.9823529411764705,6.718473186339858e-17,0.2473085855878926
80,0.9823529411764705,4.235092479360916e-17,0.2465031919957989
81,0.9823529411764705,2.6693187140963297e-17,0.24196133868734704
82,0.9823529411764705,1.651580252999167e-17,0.2496331579485005
83,0.9823529411764705,1.0352789648546389e-17,0.24299598390057225
84,0.9823529411764705,6.532678271659022e-18,0.24507452704566685
85,0.9823529411764705,4.0139485951872425e-18,0.24755384284065918
86,0.9823529411764705,2.5090297611729455e-18,0.24716939675301974
87,0.9823529411764705,1.5676874525036882e-18,0.24853236799828365
88,0.9823529411764705,9.678068922126758e-19,0.24454414028404498
89,0.9823529411764705,6.016236709330752e-19,0.24165141468491008
90,0.9823529411764705,3.752104581100901e-19,0.24346671214523075
91,0.9823529411764705,2.3337324502699534e-19,0.24665088419867054
92,0.9823529411764705,1.4483020625765561e-19,0.24015456246905093
93,0.9823529411764705,9.048702036234406e-20,0.24635053071262303
94,0.9823529411764705,5.65196692918044e-20,0.24476834493541988
95,0.9823529411764705,3.526835753472584e-20,0.24571572098735783
96,0.9823529411764705,2.2215982005222762e-20,0.24412695671553786
97,0.9823529411764705,1.3740395279379286e-20,0.24758743183408138
98,0.9823529411764705,8.55266195782595e-21,0.24494695712894282
99,0.9823529411764705,5.298122662608468e-21,0.24385288363872953
100,0.9823529411764705,3.2617392408520828e-21,0.24443078925178996
