Cycle,meanVh,meanVs,netOutflow
1,0.9411202767648021,0.919374637763636,0.015914503491377352
2,0.9070892397558734,0.8786773985797774,0.020905757605313047
3,0.8963602094521382,0.856758013063926,0.0157720402645653
4,0.880296646153654,0.8398817799051065,0.018200339042019398
5,0.8686927463339562,0.8297456795686082,0.015577433782202943
6,0.8602432784175325,0.8188876858217443,0.022503573340509175
7,0.8516894613491481,0.8077567174438053,0.024029435043371294
8,0.8443976156240195,0.7902295812780741,0.014156241014354864
9,0.8380696259690884,0.7837721804194466,0.013709390504011654
10,0.8295640640846651,0.7748319074002232,0.01891404530969537
11,0.8223707485939865,0.7597968077577835,0.015524225156376026
12,0.8136775085060544,0.7469177643627737,0.026362783598545936
13,0.8017532415497411,0.7315408479319443,0.0152494482406772
14,0.7934609177464669,0.7232475714930062,0.020253897703212675
15,0.7833366671686369,0.713304074738282,0.0196602642616856
16,0.7786439062082614,0.7064284429854095,0.015411173515970433
17,0.7656632563299883,0.6917769764759185,0.025076854254450165
18,0.7622998492283048,0.687186052306223,0.026179099309115106
19,0.7587708762027119,0.6825419156497807,0.028123702739854928
20,0.7541290266774341,0.6779258654250739,0.02263688296554467
21,0.7417178538547997,0.6645401667214247,0.018841460689863476
22,0.7405078237693082,0.6669269885629588,0.017211012430638384
23,0.7384042053143839,0.6628709713973708,0.020454033217152057
24,0.7351759382283901,0.6536916115294367,0.024498070081744983
25,0.7260333896609102,0.6458811747352579,0.019586059746320883
26,0.7256402120873809,0.6447858375038571,0.023980211467112267
27,0.7215551666023299,0.6404562069296693,0.027982992354166403
28,0.7215662689733333,0.6398801825856586,0.023007689841027412
29,0.7183844299156217,0.6375503310951205,0.02145815792093847
30,0.7097802630740707,0.6282985157962149,0.02177145309235945
31,0.7051042042236468,0.620209959985012,0.016509407579550273
32,0.703245057587351,0.618435028124211,0.01980520440206479
33,0.6957791838102285,0.6113550496341059,0.02192101299797672
34,0.6978198001172562,0.6139619561347615,0.02284893776336744
35,0.6973110770619099,0.6139337424476735,0.01828996351864076
36,0.6914009850227429,0.6082849836555434,0.01977629933955216
37,0.6830338557617313,0.5967261954675563,0.02005969913776523
38,0.6780602119157695,0.5929906793049029,0.02429638688062785
39,0.6713304935820193,0.5828558420120931,0.01695766293901424
40,0.6658989069075295,0.5766299009316403,0.025177492773104437
41,0.6598578796769582,0.5703280594140192,0.023338141723462935
42,0.6569413321494689,0.5680001960400761,0.016272357626907152
43,0.6567246287687979,0.5646831364303345,0.017377957942861066
44,0.654472348427411,0.5618269582822376,0.016927003239105065
45,0.6547296142699562,0.5590913384104659,0.022637653931913415
46,0.650868879814674,0.5555522713397528,0.02165772246072667
47,0.6492952412416477,0.5535490122514689,0.019498317374983087
48,0.6482825599989271,0.5498528091367435,0.018998128570625994
49,0.6436711310942239,0.544660102720184,0.018240775174307777
50,0.6411706176826764,0.5421767974057011,0.011827599030175662
51,0.6358632425017212,0.5354052239993419,0.02158869146528758
52,0.634475475738615,0.5343576473879653,0.02324753706750321
53,0.6274922248481681,0.5261962509033741,0.02210379023644171
54,0.6294744573939005,0.5294459234806688,0.02146379339917004
55,0.6219027889258362,0.5198301775899872,0.0206265262555701
56,0.6191123645332887,0.5162864392450013,0.019054163481825592
57,0.619272337845055,0.5194604776180564,0.019377748934992278
58,0.615546719330533,0.5155023840234024,0.018295707275692186
59,0.6107118966704118,0.5101607071426977,0.01450774642268804
60,0.6074915231354874,0.5068637128078366,0.0225980371627848
61,0.5995644917968184,0.4984382481093317,0.018119991235212796
62,0.5978654702828088,0.49631015459711175,0.017293028095017204
63,0.5938256365391233,0.4912500986122754,0.014180653884031502
64,0.5917118854809289,0.488602539487044,0.02337551140877603
65,0.5901503178354377,0.486646612532708,0.021948187802719732
66,0.582893281820814,0.478352074930639,0.01994786246100555
67,0.5757807936997063,0.4718685133685787,0.022603145511764122
68,0.5686109565747722,0.46294242826101195,0.018557876807690832
69,0.5669730961745723,0.4609033747829769,0.02352538131430071
70,0.5683325211525498,0.4625957902227463,0.021292678633240525
71,0.566400989990357,0.46100778634705963,0.01920476004605931
72,0.5674782447368246,0.46234688516200917,0.0161950219018433
73,0.5653094582950025,0.4604671775917241,0.01864030969056546
74,0.56128010946313,0.4554659968915351,0.015104764502558876
75,0.557978232497651,0.4513677457737766,0.022887494579646173
76,0.5584900573632994,0.4520030168179978,0.019778828471737342
77,0.5579155103066753,0.45128989572304895,0.02533971056739126
78,0.5536306794653211,0.4468072523288244,0.022141850698232157
79,0.5539484677642966,0.44720109252840995,0.01222261053586915
80,0.5492680389029565,0.44140056103356556,0.019289053188894956
81,0.5475124187262129,0.4392247924384747,0.020353690036989447
82,0.5484878448283733,0.4404336538471162,0.020919932667059216
83,0.546598648946925,0.43809234271199216,0.023615375322338317
84,0.5428032579682798,0.4333886530376068,0.022311581950433312
85,0.5443714084892985,0.43533208744400215,0.02042431235907244
86,0.5448972342692182,0.43598375187211125,0.02455301277308125
87,0.5394497853085337,0.4292326399122725,0.013732708063034504
88,0.5407328663299402,0.43082278305847194,0.028809499446429077
89,0.541250101052408,0.43146380044956584,0.021105251470247
90,0.5404535866185383,0.43133438303951654,0.01773845183757705
91,0.5409971779123356,0.43200704997685363,0.023542744549507
92,0.538234258357718,0.42858807572879093,0.029238747894900996
93,0.5330251799782669,0.4221421027341565,0.02347814922471808
94,0.5350244022111212,0.4246160398847513,0.018495194357103117
95,0.5297090654005464,0.4180385774158395,0.019960291658260465
96,0.5277261856259403,0.41558486323692906,0.018570742782821836
97,0.5261308871185554,0.4136107614193093,0.01913977143317014
98,0.5240037848061853,0.4109785790899789,0.01345975664896154
99,0.5212806274720747,0.40849962241537846,0.01905073917491562
100,0.517465006398933,0.4037850830944185,0.017257234322323012
